action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,70,20000484,33.8903,45,154,-118.2248,4,1,0,Jan-00,12,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,762
Jump Shot,Jump Shot,78,20000484,33.9173,-44,127,-118.3138,3,1,0,Jan-00,56,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,763
Jump Shot,Jump Shot,166,20000484,34.0593,-170,-15,-118.4398,7,2,0,Jan-00,16,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,764
Jump Shot,Jump Shot,175,20000484,34.0593,165,-15,-118.1048,6,2,0,Jan-00,23,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,765
Jump Shot,Jump Shot,180,20000484,33.7743,11,270,-118.2588,5,2,0,Jan-00,49,27,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,766
Jump Shot,Jump Shot,182,20000484,34.0313,-176,13,-118.4458,5,2,0,Jan-00,37,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,767
Running Jump Shot,Jump Shot,189,20000484,33.9833,54,61,-118.2158,5,2,0,Jan-00,12,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,768
Running Jump Shot,Jump Shot,193,20000484,34.0043,-130,40,-118.3998,4,2,0,Jan-00,42,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,769
Slam Dunk Shot,Dunk,219,20000484,34.0443,0,0,-118.2698,2,2,0,Jan-00,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,770
Jump Shot,Jump Shot,241,20000484,34.0313,-136,13,-118.4058,0,2,0,Jan-00,25,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,771
Jump Shot,Jump Shot,244,20000484,33.9723,26,72,-118.2438,0,2,0,Jan-00,2,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,772
Jump Shot,Jump Shot,251,20000484,34.0313,-71,13,-118.3408,11,3,0,Jan-00,20,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,773
Jump Shot,Jump Shot,272,20000484,33.8693,-1,175,-118.2708,8,3,0,Jan-00,45,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,774
Jump Shot,Jump Shot,351,20000484,34.0103,193,34,-118.0768,1,3,0,Jan-00,55,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,775
Jump Shot,Jump Shot,468,20000484,33.8393,-79,205,-118.3488,4,4,0,Jan-00,46,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,776
Jump Shot,Jump Shot,485,20000484,33.8013,94,243,-118.1758,2,4,0,Jan-00,46,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,777
Jump Shot,Jump Shot,492,20000484,33.9833,237,61,-118.0328,2,4,0,Jan-00,1,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,778
Jump Shot,Jump Shot,497,20000484,33.7873,54,257,-118.2158,1,4,0,Jan-00,26,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-07,LAL vs. LAC,LAC,779
Jump Shot,Jump Shot,11,20000519,33.9113,-10,133,-118.2798,10,1,0,Jan-00,28,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,780
Jump Shot,Jump Shot,33,20000519,33.8903,-71,154,-118.3408,8,1,0,Jan-00,22,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,781
Jump Shot,Jump Shot,117,20000519,33.8393,-44,205,-118.3138,10,2,0,Jan-00,41,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,782
Jump Shot,Jump Shot,120,20000519,33.9723,-10,72,-118.2798,10,2,0,Jan-00,12,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,783
Jump Shot,Jump Shot,174,20000519,33.8463,-149,198,-118.4188,4,2,0,Jan-00,29,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,784
Jump Shot,Jump Shot,191,20000519,33.8633,172,181,-118.0978,2,2,0,Jan-00,31,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,785
Jump Shot,Jump Shot,224,20000519,33.8903,-107,154,-118.3768,11,3,0,Jan-00,14,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,786
Jump Shot,Jump Shot,235,20000519,34.0593,207,-15,-118.0628,9,3,0,Jan-00,34,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,787
Jump Shot,Jump Shot,238,20000519,33.9663,81,78,-118.1888,8,3,0,Jan-00,58,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,788
Jump Shot,Jump Shot,244,20000519,34.0163,-164,28,-118.4338,8,3,0,Jan-00,31,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,789
Running Layup Shot,Layup,250,20000519,34.0443,0,0,-118.2698,7,3,0,Jan-00,57,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,790
Jump Shot,Jump Shot,254,20000519,34.0463,-157,-2,-118.4268,7,3,0,Jan-00,38,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,791
Jump Shot,Jump Shot,305,20000519,33.8733,186,171,-118.0838,2,3,0,Jan-00,22,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,792
Jump Shot,Jump Shot,313,20000519,34.0423,-98,2,-118.3678,1,3,0,Jan-00,43,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,793
Layup Shot,Layup,328,20000519,34.0443,0,0,-118.2698,0,3,0,Jan-00,39,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,794
Layup Shot,Layup,329,20000519,34.0443,0,0,-118.2698,0,3,0,Jan-00,37,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,795
Jump Shot,Jump Shot,339,20000519,33.7743,123,270,-118.1468,0,3,0,Jan-00,3,29,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,796
Turnaround Jump Shot,Jump Shot,356,20000519,34.0313,144,13,-118.1258,10,4,0,Jan-00,35,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,797
Jump Shot,Jump Shot,386,20000519,34.0673,-115,-23,-118.3848,7,4,0,Jan-00,23,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,798
Alley Oop Layup shot,Layup,391,20000519,34.0443,0,0,-118.2698,6,4,0,Jan-00,53,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,799
Jump Shot,Jump Shot,414,20000519,33.8013,66,243,-118.2038,5,4,0,Jan-00,15,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,800
Jump Shot,Jump Shot,417,20000519,33.9453,159,99,-118.1108,4,4,0,Jan-00,51,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,801
Running Jump Shot,Jump Shot,422,20000519,34.0273,-130,17,-118.3998,4,4,0,Jan-00,21,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,802
Jump Shot,Jump Shot,436,20000519,33.8903,117,154,-118.1528,3,4,0,Jan-00,4,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,803
Jump Shot,Jump Shot,470,20000519,33.8693,-164,175,-118.4338,0,4,0,Jan-00,59,23,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-12,LAL vs. CLE,CLE,804
Jump Shot,Jump Shot,37,20000529,33.8203,-107,224,-118.3768,6,1,0,Jan-00,53,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,805
Jump Shot,Jump Shot,50,20000529,33.8033,11,241,-118.2588,5,1,0,Jan-00,10,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,806
Jump Shot,Jump Shot,73,20000529,34.0523,182,-8,-118.0878,2,1,0,Jan-00,52,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,807
Jump Shot,Jump Shot,139,20000529,34.0483,153,-4,-118.1168,7,2,0,Jan-00,43,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,808
Jump Shot,Jump Shot,144,20000529,34.0593,176,-15,-118.0938,7,2,0,Jan-00,10,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,809
Layup Shot,Layup,149,20000529,34.0443,0,0,-118.2698,6,2,0,Jan-00,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,810
Jump Shot,Jump Shot,193,20000529,34.0083,182,36,-118.0878,1,2,0,Jan-00,10,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,811
Jump Shot,Jump Shot,195,20000529,34.0763,-187,-32,-118.4568,0,2,0,Jan-00,45,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,812
Jump Shot,Jump Shot,198,20000529,33.9033,197,141,-118.0728,0,2,0,Jan-00,21,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,813
Jump Shot,Jump Shot,202,20000529,33.9323,115,112,-118.1548,0,2,0,Jan-00,6,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,814
Jump Shot,Jump Shot,207,20000529,33.8373,153,207,-118.1168,0,2,0,Jan-00,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,815
Jump Shot,Jump Shot,245,20000529,33.8673,-25,177,-118.2948,9,3,0,Jan-00,12,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,816
Jump Shot,Jump Shot,247,20000529,34.0443,70,0,-118.1998,8,3,0,Jan-00,59,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,817
Jump Shot,Jump Shot,256,20000529,34.0183,-107,26,-118.3768,7,3,0,Jan-00,43,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,818
Jump Shot,Jump Shot,302,20000529,34.0253,-54,19,-118.3238,4,3,0,Jan-00,21,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,819
Jump Shot,Jump Shot,307,20000529,34.0313,161,13,-118.1088,3,3,0,Jan-00,53,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,820
Jump Shot,Jump Shot,313,20000529,34.0523,167,-8,-118.1028,3,3,0,Jan-00,5,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,821
Jump Shot,Jump Shot,341,20000529,33.8603,85,184,-118.1848,0,3,0,Jan-00,29,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,822
Jump Shot,Jump Shot,390,20000529,34.0593,-128,-15,-118.3978,8,4,0,Jan-00,36,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,823
Jump Shot,Jump Shot,416,20000529,33.8733,123,171,-118.1468,5,4,0,Jan-00,20,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,824
Jump Shot,Jump Shot,442,20000529,33.9033,-157,141,-118.4268,3,4,0,Jan-00,1,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,825
Jump Shot,Jump Shot,457,20000529,33.8963,144,148,-118.1258,2,4,0,Jan-00,23,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,826
Jump Shot,Jump Shot,478,20000529,33.7973,-16,247,-118.2858,0,4,0,Jan-00,52,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,827
Jump Shot,Jump Shot,496,20000529,33.9323,214,112,-118.0558,0,4,0,Jan-00,10,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-13,LAL @ UTA,UTA,828
Jump Shot,Jump Shot,6,20000545,33.9623,231,82,-118.0388,10,1,0,Jan-00,55,24,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,829
Jump Shot,Jump Shot,30,20000545,34.0273,-122,17,-118.3918,8,1,0,Jan-00,29,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,830
Jump Shot,Jump Shot,59,20000545,33.8693,94,175,-118.1758,5,1,0,Jan-00,18,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,831
Jump Shot,Jump Shot,67,20000545,33.9073,-122,137,-118.3918,4,1,0,Jan-00,7,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,832
Jump Shot,Jump Shot,77,20000545,33.8843,123,160,-118.1468,2,1,0,Jan-00,44,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,833
Turnaround Jump Shot,Jump Shot,106,20000545,33.8793,-37,165,-118.3068,0,1,0,Jan-00,36,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,834
Jump Shot,Jump Shot,116,20000545,33.9453,144,99,-118.1258,0,1,0,Jan-00,1,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,835
Running Jump Shot,Jump Shot,150,20000545,33.8843,-92,160,-118.3618,7,2,0,Jan-00,39,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,836
Turnaround Jump Shot,Jump Shot,154,20000545,33.9763,-1,68,-118.2708,7,2,0,Jan-00,5,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,837
Jump Shot,Jump Shot,161,20000545,33.8633,-164,181,-118.4338,6,2,0,Jan-00,24,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,838
Jump Shot,Jump Shot,197,20000545,33.8313,138,213,-118.1318,2,2,0,Jan-00,35,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,839
Alley Oop Dunk Shot,Dunk,199,20000545,34.0443,0,0,-118.2698,2,2,0,Jan-00,28,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,840
Jump Shot,Jump Shot,210,20000545,33.9893,180,55,-118.0898,1,2,0,Jan-00,12,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,841
Jump Shot,Jump Shot,236,20000545,34.0213,-136,23,-118.4058,11,3,0,Jan-00,29,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,842
Jump Shot,Jump Shot,280,20000545,33.7913,54,253,-118.2158,7,3,0,Jan-00,23,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,843
Jump Shot,Jump Shot,289,20000545,33.8903,-122,154,-118.3918,6,3,0,Jan-00,29,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,844
Running Jump Shot,Jump Shot,440,20000545,34.0593,-130,-15,-118.3998,4,4,0,Jan-00,11,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,845
Jump Shot,Jump Shot,449,20000545,33.9833,-149,61,-118.4188,3,4,0,Jan-00,13,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,846
Reverse Layup Shot,Layup,459,20000545,34.0443,0,0,-118.2698,2,4,0,Jan-00,43,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,847
Turnaround Jump Shot,Jump Shot,470,20000545,34.0163,-164,28,-118.4338,1,4,0,Jan-00,19,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,848
Jump Shot,Jump Shot,490,20000545,34.0633,-164,-19,-118.4338,0,4,0,Jan-00,9,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,849
Jump Shot,Jump Shot,504,20000545,34.0273,172,17,-118.0978,3,5,0,Jan-00,57,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,850
Jump Shot,Jump Shot,514,20000545,33.8903,-136,154,-118.4058,2,5,0,Jan-00,35,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,851
Jump Shot,Jump Shot,517,20000545,33.8253,66,219,-118.2038,1,5,0,Jan-00,50,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-15,LAL vs. VAN,VAN,852
Jump Shot,Jump Shot,11,20000571,33.8843,54,160,-118.2158,10,1,0,Jan-00,7,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,853
Jump Shot,Jump Shot,21,20000571,33.8523,-157,192,-118.4268,8,1,0,Jan-00,56,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,854
Jump Shot,Jump Shot,50,20000571,33.9073,207,137,-118.0628,5,1,0,Jan-00,15,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,855
Turnaround Jump Shot,Jump Shot,56,20000571,33.8963,45,148,-118.2248,4,1,0,Jan-00,51,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,856
Jump Shot,Jump Shot,68,20000571,33.8693,87,175,-118.1828,3,1,0,Jan-00,6,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,857
Jump Shot,Jump Shot,76,20000571,33.9243,144,120,-118.1258,2,1,0,Jan-00,36,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,858
Driving Layup Shot,Layup,84,20000571,34.0443,0,0,-118.2698,1,1,0,Jan-00,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,859
Driving Layup Shot,Layup,94,20000571,34.0443,0,0,-118.2698,0,1,0,Jan-00,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,860
Jump Shot,Jump Shot,109,20000571,33.8903,87,154,-118.1828,10,2,0,Jan-00,27,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,861
Jump Shot,Jump Shot,136,20000571,33.8633,180,181,-118.0898,8,2,0,Jan-00,0,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,862
Driving Layup Shot,Layup,138,20000571,34.0443,0,0,-118.2698,7,2,0,Jan-00,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,863
Reverse Layup Shot,Layup,159,20000571,34.0443,0,0,-118.2698,5,2,0,Jan-00,34,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,864
Jump Shot,Jump Shot,161,20000571,33.9833,-1,61,-118.2708,5,2,0,Jan-00,30,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,865
Turnaround Jump Shot,Jump Shot,183,20000571,33.9113,-122,133,-118.3918,3,2,0,Jan-00,36,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,866
Jump Shot,Jump Shot,231,20000571,33.8253,-44,219,-118.3138,0,2,0,Jan-00,9,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,867
Turnaround Jump Shot,Jump Shot,263,20000571,34.0423,117,2,-118.1528,8,3,0,Jan-00,36,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,868
Turnaround Jump Shot,Jump Shot,272,20000571,34.0463,-130,-2,-118.3998,7,3,0,Jan-00,39,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,869
Jump Shot,Jump Shot,291,20000571,33.8523,-164,192,-118.4338,5,3,0,Jan-00,55,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,870
Jump Shot,Jump Shot,333,20000571,34.0373,-122,7,-118.3918,2,3,0,Jan-00,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,871
Driving Layup Shot,Layup,337,20000571,34.0443,0,0,-118.2698,1,3,0,Jan-00,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-01-19,LAL vs. HOU,HOU,872
